# solver	iter	congestion-drop	stddev
ecmp	0	0.090381	0.000000
ecmp	1	0.084361	0.000000
ecmp	2	0.083310	0.000000
ecmp	3	0.051538	0.000000
ecmp	4	0.033083	0.000000
ecmp	5	0.045246	0.000000
ecmp	6	0.032765	0.000000
ecmp	7	0.033205	0.000000
ecmp	8	0.043964	0.000000
ecmp	9	0.050799	0.000000
ecmp	10	0.053325	0.000000
ecmp	11	0.055173	0.000000
ecmp	12	0.070504	0.000000
ecmp	13	0.077411	0.000000
ecmp	14	0.081653	0.000000
ecmp	15	0.055809	0.000000
ecmp	16	0.054059	0.000000
ecmp	17	0.091145	0.000000
ecmp	18	0.098381	0.000000
ecmp	19	0.107198	0.000000
ecmp	20	0.111152	0.000000
ecmp	21	0.093734	0.000000
ecmp	22	0.111520	0.000000
ecmp	23	0.115195	0.000000
ecmp	24	0.107124	0.000000
ecmp	25	0.119411	0.000000
ecmp	26	0.102884	0.000000
ecmp	27	0.078211	0.000000
ecmp	28	0.053485	0.000000
ecmp	29	0.049874	0.000000
ecmp	30	0.112056	0.000000
ecmp	31	0.130554	0.000000
ecmp	32	0.152817	0.000000
ecmp	33	0.190721	0.000000
ecmp	34	0.179563	0.000000
ecmp	35	0.180460	0.000000
ecmp	36	0.193517	0.000000
ecmp	37	0.171558	0.000000
ecmp	38	0.179352	0.000000
ecmp	39	0.188674	0.000000
ecmp	40	0.144053	0.000000
ecmp	41	0.191114	0.000000
ecmp	42	0.160495	0.000000
ecmp	43	0.151589	0.000000
ecmp	44	0.153880	0.000000
ecmp	45	0.130461	0.000000
ecmp	46	0.120452	0.000000
ecmp	47	0.119626	0.000000
ecmp	48	0.117789	0.000000
ecmp	49	0.121790	0.000000
ecmp	50	0.129710	0.000000
ecmp	51	0.083144	0.000000
ecmp	52	0.058813	0.000000
ecmp	53	0.087606	0.000000
ecmp	54	0.124804	0.000000
ecmp	55	0.162026	0.000000
ecmp	56	0.180745	0.000000
ecmp	57	0.186032	0.000000
ecmp	58	0.201406	0.000000
ecmp	59	0.195711	0.000000
ecmp	60	0.195726	0.000000
ecmp	61	0.193073	0.000000
ecmp	62	0.193258	0.000000
ecmp	63	0.161646	0.000000
ecmp	64	0.150759	0.000000
ecmp	65	0.141344	0.000000
ecmp	66	0.148084	0.000000
ecmp	67	0.141171	0.000000
ecmp	68	0.141392	0.000000
ecmp	69	0.129344	0.000000
ecmp	70	0.101965	0.000000
ecmp	71	0.105966	0.000000
ecmp	72	0.110916	0.000000
ecmp	73	0.113182	0.000000
ecmp	74	0.083877	0.000000
ecmp	75	0.067562	0.000000
ecmp	76	0.055067	0.000000
ecmp	77	0.073379	0.000000
ecmp	78	0.109871	0.000000
ecmp	79	0.161747	0.000000
ecmp	80	0.187502	0.000000
ecmp	81	0.186022	0.000000
ecmp	82	0.205698	0.000000
ecmp	83	0.193872	0.000000
ecmp	84	0.189163	0.000000
ecmp	85	0.195434	0.000000
ecmp	86	0.199038	0.000000
ecmp	87	0.180739	0.000000
ecmp	88	0.168992	0.000000
ecmp	89	0.172640	0.000000
ecmp	90	0.169520	0.000000
ecmp	91	0.157554	0.000000
ecmp	92	0.139022	0.000000
ecmp	93	0.137191	0.000000
ecmp	94	0.122632	0.000000
ecmp	95	0.128810	0.000000
ecmp	96	0.134352	0.000000
ecmp	97	0.139307	0.000000
ecmp	98	0.140493	0.000000
ecmp	99	0.113058	0.000000
ecmp	100	0.101505	0.000000
ecmp	101	0.107531	0.000000
ecmp	102	0.126415	0.000000
ecmp	103	0.164306	0.000000
ecmp	104	0.187764	0.000000
ecmp	105	0.190360	0.000000
ecmp	106	0.200679	0.000000
ecmp	107	0.205979	0.000000
ecmp	108	0.199768	0.000000
ecmp	109	0.183837	0.000000
ecmp	110	0.184988	0.000000
ecmp	111	0.162087	0.000000
ecmp	112	0.138828	0.000000
ecmp	113	0.146312	0.000000
ecmp	114	0.142113	0.000000
ecmp	115	0.127566	0.000000
ecmp	116	0.135772	0.000000
ecmp	117	0.118844	0.000000
ecmp	118	0.123341	0.000000
ecmp	119	0.120720	0.000000
ecmp	120	0.137107	0.000000
ecmp	121	0.122175	0.000000
ecmp	122	0.123938	0.000000
ecmp	123	0.086751	0.000000
ecmp	124	0.055038	0.000000
ecmp	125	0.079420	0.000000
ecmp	126	0.115135	0.000000
ecmp	127	0.141895	0.000000
ecmp	128	0.181812	0.000000
ecmp	129	0.157624	0.000000
ecmp	130	0.163361	0.000000
ecmp	131	0.175726	0.000000
ecmp	132	0.152032	0.000000
ecmp	133	0.132886	0.000000
