# solver	iter	churn	stddev
mcf	0	2970.000000	0.000000
mcf	1	4996.000000	0.000000
mcf	2	4906.000000	0.000000
mcf	3	4570.000000	0.000000
mcf	4	5060.000000	0.000000
mcf	5	4196.000000	0.000000
mcf	6	4920.000000	0.000000
mcf	7	4860.000000	0.000000
mcf	8	4718.000000	0.000000
mcf	9	4682.000000	0.000000
mcf	10	4804.000000	0.000000
mcf	11	4806.000000	0.000000
mcf	12	4216.000000	0.000000
mcf	13	4746.000000	0.000000
mcf	14	4830.000000	0.000000
mcf	15	3684.000000	0.000000
mcf	16	5072.000000	0.000000
mcf	17	5062.000000	0.000000
mcf	18	5050.000000	0.000000
mcf	19	3910.000000	0.000000
mcf	20	4154.000000	0.000000
mcf	21	5030.000000	0.000000
mcf	22	4220.000000	0.000000
mcf	23	4776.000000	0.000000
mcf	24	4188.000000	0.000000
mcf	25	4674.000000	0.000000
mcf	26	5036.000000	0.000000
mcf	27	5064.000000	0.000000
mcf	28	4808.000000	0.000000
mcf	29	4840.000000	0.000000
mcf	30	4338.000000	0.000000
mcf	31	4886.000000	0.000000
mcf	32	4458.000000	0.000000
mcf	33	4782.000000	0.000000
mcf	34	4384.000000	0.000000
mcf	35	4068.000000	0.000000
mcf	36	5036.000000	0.000000
mcf	37	4954.000000	0.000000
mcf	38	4820.000000	0.000000
mcf	39	4636.000000	0.000000
mcf	40	4838.000000	0.000000
mcf	41	4896.000000	0.000000
mcf	42	4944.000000	0.000000
mcf	43	4274.000000	0.000000
mcf	44	4894.000000	0.000000
mcf	45	5098.000000	0.000000
mcf	46	5078.000000	0.000000
mcf	47	4768.000000	0.000000
mcf	48	4304.000000	0.000000
mcf	49	4636.000000	0.000000
mcf	50	4794.000000	0.000000
mcf	51	5014.000000	0.000000
mcf	52	5036.000000	0.000000
mcf	53	5028.000000	0.000000
mcf	54	5058.000000	0.000000
mcf	55	4768.000000	0.000000
mcf	56	4944.000000	0.000000
mcf	57	4980.000000	0.000000
mcf	58	4942.000000	0.000000
mcf	59	5056.000000	0.000000
mcf	60	4780.000000	0.000000
mcf	61	5112.000000	0.000000
mcf	62	5028.000000	0.000000
mcf	63	4698.000000	0.000000
mcf	64	4584.000000	0.000000
mcf	65	4888.000000	0.000000
mcf	66	5022.000000	0.000000
mcf	67	5028.000000	0.000000
mcf	68	4268.000000	0.000000
mcf	69	4318.000000	0.000000
mcf	70	5032.000000	0.000000
mcf	71	5028.000000	0.000000
mcf	72	4544.000000	0.000000
mcf	73	4436.000000	0.000000
