helixMC	0.000000	0.027778
helixMC	0.000000	0.055556
helixMC	0.000000	0.083333
helixMC	0.000000	0.111111
helixMC	0.000000	0.138889
helixMC	0.000000	0.166667
helixMC	2.000000	0.194444
helixMC	4.000000	0.222222
helixMC	4.000000	0.250000
helixMC	8.000000	0.277778
helixMC	8.000000	0.305556
helixMC	8.000000	0.333333
helixMC	8.000000	0.361111
helixMC	8.000000	0.388889
helixMC	10.000000	0.416667
helixMC	10.000000	0.444444
helixMC	10.000000	0.472222
helixMC	10.000000	0.500000
helixMC	10.000000	0.527778
helixMC	10.000000	0.555556
helixMC	12.000000	0.583333
helixMC	12.000000	0.611111
helixMC	12.000000	0.638889
helixMC	14.000000	0.666667
helixMC	16.000000	0.694444
helixMC	16.000000	0.722222
helixMC	16.000000	0.750000
helixMC	18.000000	0.777778
helixMC	18.000000	0.805556
helixMC	18.000000	0.833333
helixMC	18.000000	0.861111
helixMC	18.000000	0.888889
helixMC	20.000000	0.916667
helixMC	24.000000	0.944444
helixMC	28.000000	0.972222
helixMC	32.000000	1.000000
