# solver	iter	congestion-drop	stddev
helixMC	0	0.037197	0.000000
helixMC	1	0.000000	0.000000
helixMC	2	0.000000	0.000000
helixMC	3	0.000000	0.000000
helixMC	4	0.000000	0.000000
helixMC	5	0.000000	0.000000
helixMC	6	0.000000	0.000000
helixMC	7	0.000000	0.000000
helixMC	8	0.000000	0.000000
helixMC	9	0.000000	0.000000
helixMC	10	0.000000	0.000000
helixMC	11	0.000000	0.000000
helixMC	12	0.000000	0.000000
helixMC	13	0.000000	0.000000
helixMC	14	0.000000	0.000000
helixMC	15	0.000000	0.000000
helixMC	16	0.000000	0.000000
helixMC	17	0.000000	0.000000
helixMC	18	0.000000	0.000000
helixMC	19	0.000000	0.000000
helixMC	20	0.000000	0.000000
helixMC	21	0.000000	0.000000
helixMC	22	0.000000	0.000000
helixMC	23	0.000000	0.000000
helixMC	24	0.000000	0.000000
helixMC	25	0.000000	0.000000
helixMC	26	0.000000	0.000000
helixMC	27	0.000000	0.000000
helixMC	28	0.000000	0.000000
helixMC	29	0.000000	0.000000
helixMC	30	0.000000	0.000000
helixMC	31	0.000000	0.000000
helixMC	32	0.001354	0.000000
helixMC	33	0.045959	0.000000
helixMC	34	0.011635	0.000000
helixMC	35	0.008493	0.000000
helixMC	36	0.022066	0.000000
helixMC	37	0.002125	0.000000
helixMC	38	0.002556	0.000000
helixMC	39	0.010802	0.000000
helixMC	40	0.000000	0.000000
helixMC	41	0.013504	0.000000
helixMC	42	0.000000	0.000000
helixMC	43	0.000000	0.000000
helixMC	44	0.000000	0.000000
helixMC	45	0.000000	0.000000
helixMC	46	0.000000	0.000000
helixMC	47	0.000000	0.000000
helixMC	48	0.000000	0.000000
helixMC	49	0.000000	0.000000
helixMC	50	0.000000	0.000000
helixMC	51	0.000000	0.000000
helixMC	52	0.000000	0.000000
helixMC	53	0.000000	0.000000
helixMC	54	0.000000	0.000000
helixMC	55	0.000000	0.000000
helixMC	56	0.000000	0.000000
helixMC	57	0.003212	0.000000
helixMC	58	0.023149	0.000000
helixMC	59	0.014416	0.000000
helixMC	60	0.015880	0.000000
helixMC	61	0.011396	0.000000
helixMC	62	0.011423	0.000000
helixMC	63	0.000000	0.000000
helixMC	64	0.000000	0.000000
helixMC	65	0.000000	0.000000
helixMC	66	0.000000	0.000000
helixMC	67	0.000000	0.000000
helixMC	68	0.000000	0.000000
helixMC	69	0.000000	0.000000
helixMC	70	0.000000	0.000000
helixMC	71	0.000000	0.000000
helixMC	72	0.000000	0.000000
helixMC	73	0.000000	0.000000
helixMC	74	0.000000	0.000000
helixMC	75	0.000000	0.000000
helixMC	76	0.000000	0.000000
helixMC	77	0.000000	0.000000
helixMC	78	0.000000	0.000000
helixMC	79	0.000000	0.000000
helixMC	80	0.008925	0.000000
helixMC	81	0.005987	0.000000
helixMC	82	0.035691	0.000000
helixMC	83	0.013750	0.000000
helixMC	84	0.007185	0.000000
helixMC	85	0.015114	0.000000
helixMC	86	0.022969	0.000000
helixMC	87	0.001906	0.000000
helixMC	88	0.000000	0.000000
helixMC	89	0.000000	0.000000
helixMC	90	0.000000	0.000000
helixMC	91	0.000000	0.000000
helixMC	92	0.000000	0.000000
helixMC	93	0.000000	0.000000
helixMC	94	0.000000	0.000000
helixMC	95	0.000000	0.000000
helixMC	96	0.000000	0.000000
helixMC	97	0.000000	0.000000
helixMC	98	0.000000	0.000000
helixMC	99	0.000000	0.000000
helixMC	100	0.000000	0.000000
helixMC	101	0.000000	0.000000
helixMC	102	0.000000	0.000000
helixMC	103	0.000000	0.000000
helixMC	104	0.018576	0.000000
helixMC	105	0.021425	0.000000
helixMC	106	0.024255	0.000000
helixMC	107	0.032687	0.000000
helixMC	108	0.031603	0.000000
helixMC	109	0.009468	0.000000
helixMC	110	0.008215	0.000000
helixMC	111	0.000000	0.000000
helixMC	112	0.000000	0.000000
helixMC	113	0.000000	0.000000
helixMC	114	0.000000	0.000000
helixMC	115	0.000000	0.000000
helixMC	116	0.000000	0.000000
